text,label,sentiment,new_sentiment
"Not really dude, have no friends i'm afraid :(",3,informal,negativo
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,0,negative,negativo
"Coffee cake, i guess...",1,neutral,negativo
"Merry Christmas to you too babe, i love ya *kisses*",4,compliment,positivo
Hey... Why dont we just go watch x men and have lunch... Haha,3,informal,positivo
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,3,informal,negativo
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,4,compliment,positivo
No problem. How are you doing?,0,negative,positivo
No calls..messages..missed calls,1,neutral,negativo
Hi da:)how is the todays class?,3,informal,negativo
"I'd say that's a good sign but, well, you know my track record at reading women",4,compliment,positivo
"Cool, text me when you're parked",2,positive,positivo
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,1,neutral,positivo
K.k:)apo k.good movie.,2,positive,positivo
Maybe i could get book out tomo then return it immediately ..? Or something.,1,neutral,negativo
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0,negative,negativo
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0,negative,negativo
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0,negative,negativo
"Ta-Daaaaa! I am home babe, are you still up ?",1,neutral,positivo
Cool. So how come you havent been wined and dined before?,2,positive,positivo
Just sleeping..and surfing,1,neutral,negativo
"Sorry, I'll call later",1,neutral,negativo
U calling me right? Call my hand phone...,3,informal,negativo
Ok that's great thanx a lot.,4,compliment,positivo
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,2,positive,positivo
Where u been hiding stranger?,3,informal,negativo
Am not interested to do like that.,1,neutral,negativo
My sister cleared two round in birla soft yesterday.,1,neutral,positivo
Gudnite....tc...practice going on,1,neutral,negativo
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,3,informal,negativo
One small prestige problem now.,0,negative,negativo
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0,negative,negativo
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,4,compliment,positivo
"Nah can't help you there, I've never had an iphone",0,negative,negativo
If you're not in my car in an hour and a half I'm going apeshit,1,neutral,negativo
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",3,informal,positivo
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,2,positive,negativo
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,3,informal,negativo
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",4,compliment,positivo
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,negative,positivo
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0,negative,negativo
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",1,neutral,negativo
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",1,neutral,negativo
Ha ha cool cool chikku chikku:-):-DB-),2,positive,negativo
Oh ok no prob..,2,positive,negativo
Check audrey's status right now,1,neutral,negativo
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,2,positive,positivo
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",4,compliment,positivo
Well i know Z will take care of me. So no worries.,1,neutral,positivo
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",0,negative,negativo
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0,negative,negativo
Wat uniform? In where get?,1,neutral,negativo
"Cool, text me when you're ready",2,positive,positivo
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",4,compliment,positivo
I will spoil you in bed as well :),2,positive,positivo
I'm going for bath will msg you next  &lt;#&gt;  min..,1,neutral,negativo
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,2,positive,positivo
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0,negative,negativo
Can you say what happen,1,neutral,positivo
You could have seen me..i did't recognise you Face.:),1,neutral,negativo
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,1,neutral,negativo
Keep my payasam there if rinu brings,1,neutral,negativo
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,2,positive,negativo
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",2,positive,positivo
"Yeah sure, give me a couple minutes to track down my wallet",2,positive,negativo
Hey leave it. not a big deal:-) take care.,3,informal,negativo
Hey i will be late ah... Meet you at 945+,3,informal,positivo
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0,negative,negativo
It took Mr owl 3 licks,1,neutral,negativo
Customer place i will call you.,1,neutral,positivo
Mm that time you dont like fun,0,negative,positivo
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,0,negative,negativo
Yup having my lunch buffet now.. U eat already?,3,informal,positivo
Huh so late... Fr dinner?,1,neutral,negativo
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,3,informal,negativo
Morning only i can ok.,2,positive,positivo
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,1,neutral,negativo
Pick you up bout 7.30ish? What time are  and that going?,1,neutral,negativo
From here after The performance award is calculated every two month.not for current one month period..,2,positive,negativo
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,3,informal,positivo
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0,negative,positivo
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",4,compliment,positivo
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,3,informal,negativo
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",0,negative,negativo
Dear how is chechi. Did you talk to her,2,positive,positivo
The hair cream has not been shipped.,1,neutral,negativo
None of that's happening til you get here though,1,neutral,negativo
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",4,compliment,negativo
"Haha get used to driving to usf man, I know a lot of stoners",3,informal,positivo
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,4,compliment,positivo
Hello! Good week? Fancy a drink or something later?,4,compliment,positivo
Headin towards busetop,1,neutral,positivo
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,negative,negativo
Come by our room at some point so we can iron out the plan for this weekend,1,neutral,negativo
Cos i want it to be your thing,1,neutral,positivo
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",1,neutral,negativo
Bring home some Wendy =D,2,positive,positivo
100 dating service cal;l 09064012103 box334sk38ch,0,negative,negativo
Whatsup there. Dont u want to sleep,3,informal,negativo
Alright i have a new goal now,1,neutral,positivo
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0,negative,negativo
"Alright, I'll head out in a few minutes, text me where to meet you",1,neutral,positivo
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,0,negative,positivo
Yes:)from last week itself i'm taking live call.,1,neutral,negativo
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,0,negative,negativo
Siva is in hostel aha:-.,1,neutral,negativo
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,0,negative,negativo
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,3,informal,positivo
Ok. She'll be ok. I guess,2,positive,positivo
aathi..where are you dear..,1,neutral,negativo
